DATAFLOW,LAST UPDATE,freq,animals,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,DK,2012,65057,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,DK,2013,62787,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,DK,2014,63261,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,DK,2015,55788,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,DK,2016,58129,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,DK,2017,70993,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,DK,2018,78972,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,DK,2019,78163,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,DK,2020,78796,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,EE,2012,2542,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,EE,2013,2322,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,EE,2014,2211,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,EE,2015,1938,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,EE,2016,1813,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,EE,2017,1743,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,EE,2018,1835,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,EE,2019,1835,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,EE,2020,1809,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,EE,2021,1852,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,EL,2012,3790,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,EL,2013,3492,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,EL,2014,3160,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,EL,2015,4000,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,EL,2016,3990,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,EL,2017,12044,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,EL,2018,14351,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,EL,2019,16956,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,EL,2020,18734,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,ES,2012,4310,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,ES,2013,3303,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,ES,2014,4045,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,ES,2015,4556,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,ES,2016,7086,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,ES,2017,8394,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,ES,2018,8661,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,ES,2019,10413,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,ES,2020,11387,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,ES,2021,12954,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,FI,2012,6447,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,FI,2013,6290,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,FI,2014,7354,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,FI,2015,8438,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,FI,2016,8508,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,FI,2017,9207,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,FI,2018,9802,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,FI,2019,10024,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,FI,2020,10393,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,FR,2012,95429,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,FR,2013,121443,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,FR,2014,140097,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,FR,2015,113608,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,FR,2016,120112,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,FR,2017,128386,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,FR,2018,145649,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,FR,2019,159578,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,FR,2020,168937,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,HR,2012,1371,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,HR,2013,2185,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,HR,2014,1461,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,HR,2015,1717,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,HR,2016,1824,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,HR,2017,2565,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,HR,2018,996,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,HR,2019,364,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,HR,2020,505,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,HR,2021,289,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,HU,2012,2277,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,HU,2013,2288,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,HU,2014,2157,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,HU,2015,2744,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,HU,2016,3339,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,HU,2017,3272,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,HU,2018,1169,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,HU,2019,1200,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,HU,2020,767,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,HU,2021,1532,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,IE,2012,1737,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,IE,2013,1945,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,IE,2014,1900,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,IE,2015,2163,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,IE,2016,2912,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,IE,2017,2560,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,IE,2018,4752,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,IE,2019,5408,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,IE,2020,3823,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,IE,2021,4656,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,IS,2017,114,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,IS,2018,112,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,IS,2019,125,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,IS,2020,111,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,IT,2012,41799,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,IT,2013,44644,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,IT,2014,53181,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,IT,2015,57206,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,IT,2016,75754,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,IT,2017,64855,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,IT,2018,80547,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,IT,2019,79542,p
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,IT,2020,84843,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,LT,2012,8623,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,LT,2013,9970,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,LT,2014,9561,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,LT,2015,9363,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,LT,2016,9516,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,LT,2017,14706,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,LT,2018,14439,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,LT,2019,14153,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,LT,2020,13764,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,LT,2021,13542,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,LU,2012,482,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,LU,2013,591,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,LU,2014,534,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,LU,2015,508,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,LU,2016,564,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,LU,2017,596,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,LU,2018,787,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,LU,2019,717,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,LU,2020,878,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,LU,2021,894,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,LV,2012,11132,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,LV,2013,12125,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,LV,2014,19772,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,LV,2015,17971,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,LV,2016,19420,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,LV,2017,19101,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,LV,2018,18517,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,LV,2019,18117,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,ME,2021,50,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,MT,2012,0,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,MT,2013,0,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,MT,2014,0,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,MT,2015,0,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,MT,2016,0,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,MT,2017,0,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,MT,2018,0,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,MT,2019,0,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,MT,2020,0,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,MT,2021,0,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,NL,2012,22930,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,NL,2013,24462,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,NL,2014,24701,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,NL,2015,25385,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,NL,2016,28368,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,NL,2017,31883,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,NL,2018,37180,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,NL,2019,37902,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,NL,2020,40041,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,NL,2021,41631,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,NO,2012,9097,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,NO,2013,9094,r
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,NO,2014,8226,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,NO,2015,8287,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,NO,2016,8350,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,NO,2017,8340,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,NO,2018,8353,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,NO,2019,7932,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,NO,2020,7781,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,PL,2012,20015,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,PL,2013,18841,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,PL,2014,13164,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,PL,2015,11106,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,PL,2016,11866,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,PL,2017,11377,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,PL,2018,10983,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,PL,2019,10983,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,PL,2020,12061,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,PT,2016,201,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,PT,2017,51,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,PT,2018,20,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,PT,2019,2,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,PT,2020,5043,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,PT,2021,5314,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,RO,2015,21667,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,RO,2016,15171,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,RO,2017,12472,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,RO,2018,12561,r
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,RO,2019,13882,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,RO,2020,12837,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,RO,2021,14807,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,RS,2013,0,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,RS,2015,2182,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,RS,2016,2164,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,RS,2017,2004,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,RS,2018,1298,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,RS,2019,1233,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,RS,2020,1514,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,SE,2012,47610,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,SE,2013,48193,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,SE,2014,46902,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,SE,2015,47652,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,SE,2016,49062,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,SE,2017,52908,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,SE,2018,58702,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,SE,2019,56744,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,SE,2020,57187,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,SE,2021,57298,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,SK,2012,5523,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,SK,2013,5296,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,SK,2014,5789,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,SK,2015,6394,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,SK,2016,6352,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,SK,2017,4544,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,SK,2018,5500,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,SK,2019,5759,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,SK,2020,5431,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,TR,2013,31760,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,TR,2014,5530,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,TR,2015,3505,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,TR,2016,3127,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,TR,2017,2383,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,TR,2018,1908,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,TR,2021,7905,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,UK,2012,72013,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,UK,2013,70135,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,UK,2014,75440,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,UK,2015,76638,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,UK,2016,81368,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,UK,2017,77059,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,UK,2018,88344,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,HD,UK,2019,89839,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2300F,NR,LV,2020,17603,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2900,HD,AT,2014,275421,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2900,HD,AT,2015,145102,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2900,HD,AT,2016,264925,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2900,HD,AT,2017,286404,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2900,HD,AT,2018,284829,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2900,HD,AT,2019,283237,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2900,HD,AT,2020,279176,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2900,HD,BE,2013,62102,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2900,HD,BE,2014,59210,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2900,HD,BE,2015,63779,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2900,HD,BE,2016,69226,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2900,HD,BE,2017,81436,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2900,HD,BE,2018,77924,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2900,HD,BE,2019,78006,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2900,HD,BE,2020,81488,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2900,HD,BG,2012,456,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2900,HD,BG,2013,240,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2900,HD,BG,2014,8,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2900,HD,BG,2015,663,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2900,HD,BG,2016,1442,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2900,HD,BG,2017,2746,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2900,HD,BG,2018,980,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2900,HD,BG,2019,309,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2900,HD,BG,2020,739,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2900,HD,CY,2012,0,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2900,HD,CY,2013,0,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2900,HD,CY,2014,0,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2900,HD,CY,2015,0,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2900,HD,CY,2016,69,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2900,HD,CY,2017,252,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2900,HD,CY,2018,68,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2900,HD,CY,2019,135,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2900,HD,CY,2020,65,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2900,HD,CZ,2012,181917,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2900,HD,CZ,2013,192788,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2900,HD,CZ,2014,203698,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2900,HD,CZ,2015,217504,
ESTAT:ORG_LSTSPEC(1.0),02/12/22 23:00:00,A,A2900,HD,CZ,2016,226794,
